,deposit,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
6250,no,35,technician,married,secondary,no,1,yes,yes,unknown,21,may,85,1,-1,0,unknown
6049,no,26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown
2047,yes,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,312,1,failure
7409,no,50,entrepreneur,married,primary,no,237,yes,yes,unknown,30,may,184,4,-1,0,unknown
5097,yes,64,retired,married,secondary,no,571,yes,no,cellular,20,apr,1422,2,-1,0,unknown
763,yes,40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,-1,0,unknown
10597,no,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown
744,yes,34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,3,-1,0,unknown
6367,no,31,management,single,tertiary,no,98,no,no,cellular,11,aug,69,2,-1,0,unknown
4832,yes,31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,failure
8893,no,48,services,divorced,primary,no,2805,no,yes,cellular,23,jul,212,2,-1,0,unknown
10143,no,43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown
5732,no,49,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,106,2,-1,0,unknown
2065,yes,28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,0,unknown
2789,yes,53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,1,189,1,failure
8550,no,50,unemployed,married,secondary,no,3478,yes,no,unknown,13,may,342,3,-1,0,unknown
5128,yes,52,services,divorced,secondary,no,36,yes,yes,cellular,11,may,930,1,-1,0,unknown
418,yes,45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,1,-1,0,unknown
2745,yes,21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown
10102,no,58,management,married,tertiary,no,3228,no,no,cellular,19,aug,58,2,-1,0,unknown
1557,yes,36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown
9264,no,56,blue-collar,married,unknown,no,982,yes,yes,cellular,7,may,135,2,-1,0,unknown
6443,no,35,management,married,tertiary,no,0,yes,yes,cellular,25,jul,86,4,-1,0,unknown
11011,no,25,technician,single,secondary,no,173,yes,no,cellular,15,may,186,2,-1,0,unknown
118,yes,27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown
9552,no,52,admin.,married,secondary,no,1648,yes,no,cellular,19,nov,172,3,-1,0,unknown
8191,no,24,technician,single,secondary,no,-126,yes,yes,unknown,13,may,382,2,-1,0,unknown
3370,yes,28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure
8416,no,31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other
5026,yes,35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,2,-1,0,unknown
5661,no,39,admin.,single,secondary,no,223,no,no,cellular,4,feb,277,1,-1,0,unknown
3920,yes,49,admin.,single,tertiary,no,228,yes,no,cellular,3,sep,252,2,93,2,success
5497,no,35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,-1,0,unknown
7433,no,46,blue-collar,married,secondary,no,922,no,yes,cellular,14,jul,151,2,-1,0,unknown
6628,no,38,blue-collar,married,secondary,no,3598,no,no,unknown,6,jun,154,1,-1,0,unknown
216,yes,40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,941,3,-1,0,unknown
9767,no,60,retired,divorced,primary,no,-79,yes,yes,cellular,29,jan,192,1,-1,0,unknown
10654,no,49,technician,married,tertiary,no,-888,no,yes,cellular,21,jul,298,1,-1,0,unknown
6427,no,36,admin.,married,secondary,no,75,yes,no,unknown,4,jul,52,4,-1,0,unknown
8337,no,48,blue-collar,married,secondary,no,7408,no,yes,cellular,4,feb,101,2,-1,0,unknown
6246,no,44,management,married,tertiary,no,1850,yes,no,cellular,6,may,274,1,-1,0,unknown
7895,no,36,admin.,single,tertiary,no,980,no,no,cellular,30,jul,156,3,179,4,failure
9500,no,39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,1,-1,0,unknown
11013,no,47,services,married,unknown,no,4822,yes,no,unknown,21,may,154,5,-1,0,unknown
10759,no,33,technician,single,tertiary,no,8097,no,yes,cellular,21,aug,500,2,-1,0,unknown
6769,no,36,management,single,tertiary,no,335,no,no,unknown,10,oct,5,1,772,4,failure
4049,yes,42,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,1176,3,92,6,success
2736,yes,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown
6969,no,30,technician,single,secondary,no,151,no,no,cellular,3,feb,276,2,-1,0,unknown
5387,no,53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure
4022,yes,33,self-employed,married,tertiary,no,1278,no,no,cellular,6,oct,649,1,-1,0,unknown
5285,yes,30,management,single,tertiary,no,398,no,no,cellular,27,oct,102,1,180,3,success
6752,no,29,management,single,tertiary,no,600,yes,no,cellular,18,oct,170,5,-1,0,unknown
10364,no,53,admin.,divorced,secondary,no,223,yes,yes,cellular,22,jul,534,1,-1,0,unknown
511,yes,32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,4,-1,0,unknown
9202,no,39,blue-collar,married,primary,no,-119,no,no,unknown,17,jun,135,6,-1,0,unknown
10100,no,26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,222,2,-1,0,unknown
6871,no,42,management,married,tertiary,no,2110,no,yes,cellular,31,jul,106,2,-1,0,unknown
2343,yes,37,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,1,109,3,failure
7614,no,30,services,married,secondary,no,1256,yes,no,cellular,18,may,123,3,-1,0,unknown
10609,no,26,student,single,tertiary,no,13107,yes,no,cellular,27,may,112,2,-1,0,unknown
5333,no,31,technician,single,secondary,no,200,no,no,cellular,6,aug,315,2,-1,0,unknown
6866,no,35,technician,married,tertiary,no,-269,yes,yes,cellular,14,may,344,4,-1,0,unknown
632,yes,54,technician,married,secondary,no,114,no,no,cellular,30,jul,458,3,-1,0,unknown
3564,yes,28,technician,married,secondary,no,742,no,no,cellular,26,may,236,1,-1,0,unknown
10805,no,51,unknown,married,unknown,no,2642,no,no,cellular,29,jul,52,6,-1,0,unknown
4148,yes,28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure
9407,no,49,management,married,tertiary,no,4594,no,no,cellular,11,aug,157,3,-1,0,unknown
1462,yes,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown
9892,no,56,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,nov,19,2,179,3,other
8239,no,29,admin.,divorced,secondary,no,504,yes,no,cellular,7,may,203,1,-1,0,unknown
4063,yes,52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success
10536,no,52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,unknown
319,yes,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown
150,yes,37,admin.,married,secondary,no,274,yes,no,unknown,27,may,731,3,-1,0,unknown
3144,yes,78,retired,married,unknown,no,4807,no,no,telephone,3,feb,892,2,104,4,success
5960,no,30,technician,single,secondary,no,9645,no,yes,cellular,26,aug,130,10,-1,0,unknown
9116,no,43,admin.,married,secondary,no,0,no,no,unknown,20,jun,804,12,-1,0,unknown
3638,yes,49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure
2214,yes,57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown
8447,no,35,technician,single,tertiary,no,122,no,no,cellular,20,apr,49,5,328,5,failure
533,yes,36,management,divorced,tertiary,no,81,no,yes,cellular,22,jul,560,1,-1,0,unknown
6751,no,26,admin.,single,secondary,no,586,yes,yes,unknown,12,may,215,1,-1,0,unknown
10847,no,53,retired,married,primary,no,0,no,yes,unknown,27,jun,747,1,-1,0,unknown
10679,no,35,management,divorced,tertiary,no,771,yes,yes,cellular,18,aug,221,5,-1,0,unknown
8421,no,40,blue-collar,married,primary,no,332,yes,no,cellular,12,may,339,2,369,3,failure
8576,no,36,management,single,tertiary,no,0,no,yes,cellular,18,nov,300,1,96,4,failure
9958,no,44,blue-collar,single,primary,no,-234,yes,yes,cellular,15,may,71,3,347,1,failure
6744,no,34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown
3404,yes,49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure
8256,no,35,management,single,tertiary,no,837,no,no,cellular,4,aug,329,1,-1,0,unknown
10130,no,35,blue-collar,married,secondary,no,-701,yes,yes,cellular,7,may,531,3,-1,0,unknown
3413,yes,44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success
1299,yes,55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown
9100,no,28,admin.,single,secondary,no,-126,no,yes,cellular,8,jul,360,4,-1,0,unknown
6208,no,28,admin.,married,tertiary,no,167,yes,yes,cellular,18,feb,126,2,-1,0,unknown
3735,yes,33,technician,married,secondary,no,183,no,no,cellular,16,jul,457,2,182,3,other
2149,yes,30,admin.,single,secondary,no,983,yes,no,cellular,27,may,189,2,-1,0,unknown
4052,yes,22,management,single,tertiary,no,104,no,yes,cellular,18,oct,509,1,185,3,success
5731,no,53,admin.,married,primary,no,228,yes,no,unknown,16,may,97,1,-1,0,unknown
2097,yes,39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success
1811,yes,31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,-1,0,unknown
8720,no,46,blue-collar,married,secondary,no,624,yes,no,cellular,16,apr,201,1,-1,0,unknown
8618,no,42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown
9912,no,52,self-employed,married,tertiary,no,2289,yes,yes,cellular,21,nov,81,1,-1,0,unknown
9915,no,31,technician,single,tertiary,no,-749,yes,yes,cellular,29,jul,82,4,-1,0,unknown
6124,no,44,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown
4766,yes,34,admin.,married,tertiary,no,69,no,yes,cellular,25,nov,296,1,205,2,failure
10543,no,56,services,married,secondary,no,530,yes,no,unknown,20,may,51,7,-1,0,unknown
9557,no,51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown
9391,no,34,technician,married,secondary,no,2019,yes,yes,unknown,27,jun,102,1,-1,0,unknown
5583,no,25,blue-collar,single,secondary,no,-375,yes,no,cellular,14,jul,61,2,-1,0,unknown
8951,no,52,retired,married,tertiary,no,350,no,yes,cellular,9,jul,156,1,-1,0,unknown
2196,yes,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success
6400,no,30,blue-collar,single,secondary,no,0,yes,no,cellular,14,jul,768,2,-1,0,unknown
3598,yes,31,management,single,tertiary,no,147,no,no,cellular,9,jun,163,2,92,3,success
66,yes,49,unknown,married,primary,no,341,yes,yes,unknown,15,may,520,2,-1,0,unknown
8384,no,37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure
6140,no,78,retired,divorced,secondary,no,631,no,no,telephone,11,aug,95,1,-1,0,unknown
7109,no,33,blue-collar,married,secondary,no,842,no,no,cellular,29,aug,111,4,-1,0,unknown
9527,no,33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,2,-1,0,unknown
9961,no,30,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,1,-1,0,unknown
1266,yes,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown
7892,no,34,technician,married,secondary,no,563,yes,yes,cellular,29,aug,32,15,-1,0,unknown
460,yes,46,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,15,jul,769,4,-1,0,unknown
7881,no,43,management,married,unknown,no,275,no,no,cellular,9,apr,109,2,339,2,failure
4011,yes,50,services,married,secondary,no,2376,yes,no,cellular,24,sep,395,1,-1,0,unknown
4888,yes,32,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,671,2,-1,0,unknown
1780,yes,63,management,married,unknown,no,2352,no,no,telephone,4,may,475,7,-1,0,unknown
7087,no,59,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376,2,-1,0,unknown
8537,no,58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown
328,yes,40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952,4,-1,0,unknown
6407,no,30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown
1215,yes,26,admin.,single,secondary,no,255,no,no,cellular,9,feb,190,1,-1,0,unknown
947,yes,34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown
398,yes,26,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,4,-1,0,unknown
2945,yes,34,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295,1,200,2,success
5275,yes,59,management,married,tertiary,no,553,yes,no,cellular,7,jul,1272,3,-1,0,unknown
5542,no,57,housemaid,married,primary,no,2234,no,no,unknown,11,jun,201,5,-1,0,unknown
5733,no,39,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,-1,0,unknown
8172,no,35,blue-collar,single,secondary,no,487,yes,no,unknown,15,may,117,1,-1,0,unknown
5225,yes,38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,286,1,other
9541,no,38,admin.,single,secondary,no,77,no,no,cellular,20,nov,441,4,-1,0,unknown
10555,no,56,management,divorced,tertiary,no,505,no,no,cellular,9,feb,108,2,199,3,other
8548,no,30,technician,single,secondary,no,148,yes,yes,cellular,15,may,115,5,-1,0,unknown
9341,no,60,retired,married,secondary,no,7,no,yes,cellular,18,aug,87,5,-1,0,unknown
3748,yes,35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,1,412,3,other
3382,yes,46,management,married,unknown,no,2466,no,no,telephone,1,apr,216,3,370,1,failure
9354,no,41,blue-collar,married,secondary,no,0,yes,no,cellular,1,apr,625,2,-1,0,unknown
9464,no,33,services,married,secondary,no,255,yes,yes,cellular,21,nov,588,2,184,2,failure
7411,no,55,unemployed,married,primary,no,1221,no,yes,cellular,8,jul,108,1,-1,0,unknown
5330,no,51,management,married,tertiary,no,0,yes,yes,cellular,19,aug,263,1,84,1,other
8604,no,58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,53,29,-1,0,unknown
516,yes,56,retired,divorced,tertiary,no,158,no,yes,cellular,21,jul,854,1,-1,0,unknown
4622,yes,51,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,2,-1,0,unknown
8134,no,26,blue-collar,single,secondary,no,8,yes,no,cellular,13,may,167,1,-1,0,unknown
8249,no,44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown
8534,no,26,technician,single,secondary,yes,-454,no,yes,cellular,18,jul,652,2,-1,0,unknown
6333,no,40,admin.,married,secondary,no,523,yes,yes,unknown,8,may,598,3,-1,0,unknown
6840,no,28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure
10599,no,56,blue-collar,married,primary,no,2442,no,yes,cellular,18,aug,111,7,-1,0,unknown
1359,yes,30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown
5331,no,46,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,240,3,119,2,failure
1992,yes,59,retired,married,tertiary,no,422,yes,no,cellular,14,may,647,4,-1,0,unknown
9169,no,27,blue-collar,married,secondary,no,-330,yes,yes,cellular,14,may,88,1,353,2,failure
6753,no,31,management,married,tertiary,no,1343,yes,yes,unknown,21,may,85,1,-1,0,unknown
164,yes,35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,-1,0,unknown
2077,yes,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure
23,yes,43,blue-collar,married,primary,no,-192,yes,no,unknown,8,may,1120,2,-1,0,unknown
9534,no,50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,3,-1,0,unknown
2593,yes,36,management,married,tertiary,no,255,no,no,cellular,25,aug,242,6,95,4,success
2300,yes,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown
7257,no,31,management,divorced,tertiary,no,-6,no,yes,cellular,22,aug,119,6,-1,0,unknown
7001,no,56,admin.,married,secondary,no,33,no,yes,cellular,19,nov,111,1,-1,0,unknown
1826,yes,32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,923,1,-1,0,unknown
9756,no,57,blue-collar,married,secondary,no,773,yes,yes,unknown,18,jun,97,8,-1,0,unknown
10540,no,37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,155,15,-1,0,unknown
5880,no,48,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown
10434,no,37,technician,married,secondary,yes,0,no,no,unknown,18,jun,236,1,-1,0,unknown
11054,no,26,services,single,secondary,no,162,yes,no,cellular,2,mar,185,2,130,8,other
1086,yes,42,management,married,tertiary,no,1275,yes,yes,cellular,21,nov,925,5,-1,0,unknown
2178,yes,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,-1,0,unknown
5760,no,48,admin.,married,secondary,no,1131,no,yes,cellular,8,may,49,1,-1,0,unknown
1066,yes,44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown
4874,yes,60,management,married,tertiary,no,2281,no,no,cellular,5,feb,230,2,-1,0,unknown
8790,no,35,blue-collar,single,primary,no,2040,no,no,cellular,21,nov,258,1,157,4,failure
7367,no,43,management,married,tertiary,no,175,yes,no,cellular,17,apr,129,4,337,1,other
2020,yes,34,technician,single,secondary,no,194,yes,yes,cellular,15,may,1015,1,-1,0,unknown
8611,no,29,blue-collar,married,secondary,no,-312,yes,yes,cellular,14,may,130,2,-1,0,unknown
4046,yes,51,management,married,tertiary,no,469,no,no,cellular,14,oct,491,1,182,3,success
10688,no,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure
7534,no,53,blue-collar,married,secondary,no,3079,no,no,cellular,5,apr,759,1,-1,0,unknown
11043,no,30,technician,single,secondary,no,-232,no,yes,cellular,7,aug,118,2,-1,0,unknown
7336,no,40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,jul,53,4,-1,0,unknown
9934,no,47,management,married,primary,yes,145,no,yes,unknown,1,jul,163,1,-1,0,unknown
7789,no,33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,-1,0,unknown
5809,no,51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown
7926,no,29,technician,divorced,secondary,no,477,yes,yes,cellular,11,may,58,1,305,1,failure
4375,yes,77,retired,married,primary,no,2590,no,no,telephone,13,nov,212,3,277,12,failure
6877,no,36,technician,married,secondary,no,432,yes,yes,unknown,4,aug,94,1,-1,0,unknown
6417,no,27,admin.,single,secondary,no,592,yes,yes,cellular,5,feb,466,3,-1,0,unknown
4909,yes,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown
3130,yes,77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,unknown
432,yes,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown
5020,yes,35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,-1,0,unknown
7985,no,30,management,single,tertiary,no,2766,yes,yes,cellular,20,nov,244,1,-1,0,unknown
10241,no,39,services,married,secondary,no,-971,yes,yes,unknown,28,may,104,2,-1,0,unknown
9544,no,40,technician,married,tertiary,no,1063,yes,yes,cellular,19,aug,264,2,-1,0,unknown
2028,yes,25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure
5354,no,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,unknown
380,yes,41,blue-collar,single,secondary,yes,1085,yes,yes,cellular,7,jul,599,1,-1,0,unknown
8671,no,51,blue-collar,married,primary,no,3754,no,yes,cellular,13,aug,202,3,-1,0,unknown
179,yes,36,blue-collar,single,secondary,no,366,yes,yes,unknown,30,may,1133,2,-1,0,unknown
916,yes,35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,-1,0,unknown
27,yes,43,blue-collar,single,secondary,no,3,yes,no,unknown,9,may,929,3,-1,0,unknown
9637,no,54,retired,married,secondary,no,-152,yes,yes,unknown,26,may,14,11,-1,0,unknown
9412,no,45,admin.,single,secondary,no,375,no,yes,unknown,22,sep,10,1,594,6,failure
8987,no,30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown
2318,yes,56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown
9994,no,52,management,single,tertiary,no,741,no,no,cellular,7,aug,63,2,-1,0,unknown
1668,yes,54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other
5292,no,34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure
7051,no,36,management,single,tertiary,no,1373,yes,no,unknown,20,may,144,2,-1,0,unknown
10739,no,38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown
2033,yes,31,management,single,tertiary,no,2734,yes,no,cellular,15,may,858,3,-1,0,unknown
8450,no,32,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,95,1,-1,0,unknown
4728,yes,36,technician,married,tertiary,no,341,no,no,cellular,13,aug,282,1,-1,0,unknown
3313,yes,64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409,1,-1,0,unknown
6841,no,41,blue-collar,married,primary,no,-441,yes,no,cellular,5,may,352,1,-1,0,unknown
303,yes,51,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721,3,-1,0,unknown
9669,no,39,self-employed,divorced,secondary,no,0,yes,no,unknown,23,may,210,2,-1,0,unknown
8738,no,42,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,183,1,189,16,other
10663,no,50,blue-collar,married,secondary,no,907,no,yes,cellular,16,jul,68,1,-1,0,unknown
4529,yes,56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success
9378,no,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown
2737,yes,24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other
3492,yes,29,student,single,unknown,no,2929,no,no,cellular,5,may,232,1,89,4,other
5678,no,45,technician,single,secondary,no,586,no,yes,cellular,28,jul,32,3,-1,0,unknown
4698,yes,30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other
8655,no,37,management,married,tertiary,no,49,no,yes,cellular,22,aug,132,1,-1,0,unknown
5637,no,33,technician,single,secondary,no,151,yes,no,cellular,20,apr,104,3,236,6,failure
3706,yes,79,retired,divorced,primary,no,2787,no,no,telephone,13,jul,617,1,377,1,success
215,yes,31,unemployed,married,secondary,no,86,yes,yes,unknown,3,jun,963,2,-1,0,unknown
6244,no,52,services,married,unknown,no,482,yes,yes,cellular,28,jul,83,7,-1,0,unknown
6001,no,31,management,single,tertiary,no,424,no,yes,cellular,7,aug,224,2,-1,0,unknown
8684,no,47,technician,married,secondary,no,19,yes,no,unknown,6,may,105,2,-1,0,unknown
6184,no,35,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown
9252,no,32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,jun,112,1,-1,0,unknown
2225,yes,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown
9619,no,27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,2,-1,0,unknown
1213,yes,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,88,1,success
4830,yes,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success
1079,yes,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown
9329,no,33,services,married,secondary,no,70,yes,no,cellular,21,jul,333,3,-1,0,unknown
298,yes,42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,-1,0,unknown
4511,yes,25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other
5884,no,40,management,married,tertiary,no,16,no,yes,cellular,9,feb,47,4,-1,0,unknown
10298,no,37,admin.,single,secondary,no,-261,no,yes,cellular,10,jul,259,1,-1,0,unknown
7880,no,29,management,single,secondary,no,293,yes,no,unknown,28,may,188,2,-1,0,unknown
2045,yes,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,0,unknown
9195,no,36,blue-collar,married,secondary,no,29,yes,yes,cellular,31,jul,345,1,-1,0,unknown
10481,no,39,blue-collar,divorced,unknown,no,463,yes,no,cellular,18,may,169,1,-1,0,unknown
1997,yes,60,retired,divorced,secondary,no,496,yes,no,cellular,15,may,655,2,-1,0,unknown
7843,no,36,blue-collar,married,primary,no,679,yes,yes,cellular,13,may,115,1,-1,0,unknown
6522,no,35,technician,married,secondary,no,15474,no,no,cellular,21,nov,89,1,92,2,other
8913,no,32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown
5150,yes,25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,-1,0,unknown
5685,no,30,blue-collar,married,secondary,no,364,yes,yes,cellular,4,feb,331,1,-1,0,unknown
9182,no,27,technician,married,tertiary,no,8,yes,yes,cellular,18,may,398,1,370,2,failure
3000,yes,59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479,2,-1,0,unknown
5972,no,45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure
3787,yes,36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,unknown
7170,no,32,admin.,divorced,secondary,no,1611,yes,yes,unknown,13,may,93,1,-1,0,unknown
11025,no,43,technician,married,secondary,no,0,no,no,cellular,19,aug,313,3,-1,0,unknown
3709,yes,36,management,single,unknown,no,62,no,no,cellular,13,jul,311,1,91,2,success
9178,no,43,self-employed,single,primary,no,1337,yes,yes,cellular,20,nov,632,2,-1,0,unknown
10751,no,42,housemaid,married,primary,no,0,no,yes,cellular,11,jul,83,2,-1,0,unknown
4485,yes,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,12,aug,137,2,104,3,success
9397,no,27,management,single,tertiary,yes,0,no,yes,cellular,8,jul,46,1,-1,0,unknown
3699,yes,43,admin.,single,secondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure
6263,no,63,retired,married,secondary,no,2030,no,no,cellular,6,apr,61,6,-1,0,unknown
6580,no,56,management,married,tertiary,no,746,no,no,cellular,30,apr,193,1,-1,0,unknown
2303,yes,34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown
3302,yes,60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown
6137,no,32,technician,single,tertiary,no,569,no,yes,cellular,29,jan,348,1,-1,0,unknown
7966,no,41,blue-collar,married,secondary,no,306,yes,no,telephone,11,may,86,1,369,2,failure
8153,no,42,blue-collar,married,primary,no,1556,no,yes,cellular,8,jul,113,1,-1,0,unknown
9104,no,39,admin.,divorced,secondary,no,32,no,yes,unknown,20,jun,8,10,-1,0,unknown
3650,yes,45,management,married,unknown,no,2724,no,no,cellular,28,jun,359,2,182,1,success
1196,yes,32,management,single,tertiary,no,0,no,no,cellular,5,feb,550,4,-1,0,unknown
