,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
25354,50000.0,2,1,2,23,0,0,-1,0,0,0,9861.0,6486.0,2636.0,4652.0,6390.0,8880.0,1000.0,2636.0,2500.0,2128.0,2880.0,390.0,0
20224,50000.0,2,3,1,52,3,2,0,0,0,0,49534.0,48061.0,48807.0,49347.0,17524.0,17497.0,0.0,2200.0,2100.0,606.0,624.0,622.0,0
13399,80000.0,2,3,2,26,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21504,80000.0,2,1,2,29,0,0,0,0,0,2,19833.0,21192.0,22842.0,24147.0,29133.0,28532.0,2000.0,2000.0,2000.0,5394.0,0.0,5000.0,0
9479,360000.0,2,1,1,32,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24582,170000.0,1,2,1,33,-1,2,2,-1,-1,-2,917.0,917.0,0.0,2038.0,0.0,0.0,0.0,0.0,2038.0,0.0,0.0,0.0,0
8574,150000.0,2,1,1,32,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29907,240000.0,1,1,2,29,0,0,2,2,2,0,64826.0,72951.0,62848.0,60645.0,57554.0,57375.0,10589.0,34.0,4400.0,0.0,2000.0,1900.0,1
7961,20000.0,1,2,2,25,4,5,4,3,2,0,20014.0,19432.0,18840.0,18248.0,17816.0,18021.0,0.0,0.0,0.0,0.0,636.0,1200.0,1
26199,210000.0,2,2,2,39,0,0,0,0,0,0,193976.0,196361.0,200590.0,204494.0,208990.0,214031.0,7100.0,7400.0,7300.0,7700.0,8600.0,5816.0,0
22945,240000.0,2,2,1,43,1,-2,-2,-1,0,0,0.0,0.0,0.0,12700.0,12500.0,26225.0,0.0,0.0,12700.0,0.0,13725.0,0.0,0
1334,300000.0,2,3,2,29,-2,-2,-2,-2,-2,-2,-140.0,28092.0,3572.0,195.0,209.0,990.0,28232.0,3589.0,195.0,210.0,994.0,0.0,1
16705,230000.0,1,2,1,45,0,0,0,0,-1,-1,42770.0,22080.0,16740.0,14029.0,1439.0,2269.0,2000.0,1347.0,3078.0,1509.0,9000.0,8000.0,0
12713,180000.0,2,1,1,42,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,1031.0,0.0,0.0,0.0,0.0,1031.0,0.0,0
7956,30000.0,2,2,2,23,-1,-1,-1,-2,-2,-2,390.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0
9433,200000.0,2,2,2,36,-1,-1,-1,-1,-1,-1,694.0,2695.0,660.0,2315.0,1290.0,5745.0,2721.0,660.0,2315.0,1290.0,5745.0,0.0,1
14623,30000.0,2,2,2,23,1,2,2,2,2,2,28850.0,28102.0,30324.0,27446.0,29329.0,29720.0,0.0,2700.0,0.0,2300.0,1000.0,0.0,1
6754,30000.0,2,1,2,24,0,0,0,0,0,0,17615.0,18338.0,19350.0,19734.0,20301.0,20812.0,1310.0,1322.0,706.0,885.0,1000.0,614.0,0
1088,30000.0,2,3,1,35,0,0,0,0,0,0,28786.0,26496.0,25098.0,26209.0,25325.0,26400.0,1500.0,1450.0,1500.0,1500.0,1500.0,1500.0,0
8915,50000.0,2,3,2,51,0,0,0,0,0,0,26660.0,26909.0,27485.0,27477.0,27651.0,27853.0,1763.0,1729.0,1111.0,1137.0,1188.0,997.0,1
27659,60000.0,2,1,2,27,2,2,0,0,0,2,19341.0,19625.0,20347.0,21669.0,23005.0,22499.0,900.0,1342.0,1664.0,2000.0,0.0,900.0,1
23230,380000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,11924.0,16615.0,3273.0,9833.0,6580.0,6080.0,16615.0,3273.0,9833.0,6580.0,6080.0,4697.0,0
25923,60000.0,2,1,2,31,-1,0,-1,2,2,2,2631.0,3610.0,855.0,111.0,411.0,261.0,2000.0,900.0,0.0,300.0,0.0,6500.0,1
24400,140000.0,1,2,1,38,2,2,2,2,2,2,53797.0,55007.0,56128.0,56713.0,55796.0,56251.0,2700.0,2600.0,2100.0,600.0,1500.0,4545.0,1
3265,400000.0,2,2,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26957,380000.0,1,2,1,35,0,0,0,0,0,0,27268.0,75331.0,72950.0,70022.0,70861.0,70897.0,50042.0,3017.0,3000.0,3016.0,3000.0,4010.0,0
20614,50000.0,1,2,1,30,4,3,2,0,0,0,49926.0,48840.0,46958.0,47796.0,48800.0,50108.0,0.0,0.0,2000.0,2000.0,2000.0,6000.0,1
11675,200000.0,2,1,2,28,0,0,0,0,0,2,184602.0,187145.0,190983.0,188714.0,196262.0,198059.0,7000.0,7000.0,9000.0,10700.0,10600.0,0.0,0
25814,200000.0,2,1,1,38,0,0,0,0,0,0,13311.0,10781.0,9592.0,9585.0,8177.0,7136.0,1711.0,1411.0,2531.0,5007.0,507.0,506.0,0
28282,110000.0,2,2,1,41,0,0,0,0,0,0,104133.0,106135.0,45766.0,46864.0,50935.0,49538.0,4500.0,2000.0,2000.0,5000.0,2023.0,806.0,1
15842,230000.0,2,2,2,28,2,0,0,2,2,2,183197.0,185399.0,198941.0,201358.0,204067.0,200720.0,6724.0,18150.0,7200.0,7500.0,0.0,15079.0,1
2295,200000.0,2,1,1,32,1,2,2,-2,-2,-2,25830.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7169,20000.0,1,2,1,51,0,0,-2,-2,-2,-2,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2144,20000.0,2,2,1,27,3,2,0,0,2,3,4899.0,4675.0,5685.0,6490.0,6837.0,6435.0,0.0,1095.0,900.0,596.0,0.0,0.0,1
2944,90000.0,2,1,2,28,0,0,2,2,2,2,87916.0,87459.0,88183.0,91204.0,89687.0,91060.0,5800.0,5400.0,5804.0,0.0,6700.0,0.0,1
6827,60000.0,2,1,2,24,2,2,2,2,2,3,37356.0,41624.0,40655.0,43974.0,46625.0,45590.0,5200.0,0.0,4000.0,3500.0,0.0,0.0,1
26163,200000.0,2,2,1,27,0,0,0,0,0,0,157222.0,160320.0,162140.0,165431.0,168726.0,172430.0,7200.0,5888.0,5990.0,6031.0,6415.0,6301.0,0
21014,130000.0,1,2,2,41,0,0,0,0,0,0,131762.0,106130.0,66523.0,55678.0,20290.0,14802.0,3466.0,2781.0,1702.0,602.0,492.0,515.0,1
802,50000.0,2,3,1,44,-1,-1,-1,-1,0,0,2000.0,780.0,0.0,7472.0,10174.0,11104.0,780.0,0.0,7472.0,3000.0,1104.0,1000.0,0
26670,70000.0,1,2,2,25,0,0,0,0,0,-2,60719.0,61607.0,68091.0,69028.0,-61372.0,79256.0,2500.0,7500.0,3182.0,25200.0,102000.0,12152.0,0
6591,50000.0,2,2,1,41,2,0,0,0,-1,0,33343.0,31392.0,27315.0,-60.0,28890.0,29168.0,1502.0,1000.0,0.0,30070.0,1180.0,1000.0,0
28355,430000.0,2,2,1,42,-1,-1,-1,-1,0,-1,38495.0,11935.0,32878.0,115683.0,84049.0,37210.0,11935.0,32887.0,115683.0,0.0,37210.0,29559.0,0
17134,110000.0,2,2,2,28,0,0,0,0,0,0,106202.0,105080.0,107420.0,107325.0,108545.0,105341.0,5300.0,5540.0,5361.0,4500.0,4000.0,4500.0,0
29906,150000.0,1,3,2,29,0,0,-1,-1,0,-1,106556.0,108706.0,26068.0,20546.0,27228.0,3270.0,46060.0,81620.0,184133.0,17322.0,3279.0,6222.0,0
4181,150000.0,2,1,2,33,0,-1,-1,-1,-1,-1,74033.0,237.0,1420.0,1141.0,1067.0,1128.0,237.0,1426.0,1141.0,1067.0,1200.0,1150.0,0
11696,200000.0,2,3,1,28,-1,-1,2,-1,0,-1,188.0,2791.0,188.0,376.0,188.0,6884.0,2791.0,0.0,376.0,0.0,6884.0,4187.0,1
13712,20000.0,1,2,2,40,8,7,6,5,4,3,20753.0,20496.0,19930.0,19434.0,18577.0,18011.0,0.0,0.0,70.0,0.0,0.0,0.0,1
627,230000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,0
2429,170000.0,2,2,2,24,-1,-1,2,0,0,-1,1166.0,4144.0,3889.0,4889.0,4139.0,430.0,3000.0,0.0,1000.0,0.0,1000.0,17342.0,1
24862,70000.0,1,2,1,37,0,0,0,0,0,0,68144.0,69548.0,70985.0,64905.0,48542.0,48525.0,2538.0,2607.0,2137.0,1714.0,1751.0,2153.0,0
5404,130000.0,2,3,1,36,0,0,2,2,2,2,23997.0,26733.0,26942.0,26210.0,27982.0,27383.0,3440.0,941.0,0.0,2197.0,0.0,910.0,1
2612,230000.0,2,2,2,25,-2,-2,-2,-2,-2,-2,0.0,0.0,13499.0,9078.0,11009.0,6172.0,0.0,13499.0,9117.0,11009.0,6172.0,869.0,0
9328,70000.0,1,2,2,32,3,2,0,0,0,2,21986.0,21351.0,22090.0,22723.0,24351.0,23809.0,0.0,1400.0,1000.0,2000.0,0.0,2074.0,1
19403,20000.0,2,2,1,38,0,0,0,0,0,0,11904.0,13193.0,12236.0,13041.0,13641.0,14251.0,1500.0,1400.0,1500.0,1000.0,1000.0,0.0,0
23385,300000.0,2,1,2,40,-1,3,2,2,2,2,5130.0,4903.0,4679.0,6596.0,6344.0,9067.0,0.0,0.0,2000.0,0.0,3000.0,0.0,1
9354,50000.0,1,3,2,43,0,0,0,0,-1,0,97348.0,49221.0,29457.0,9279.0,888.0,19947.0,3711.0,1060.0,212.0,888.0,19709.0,690.0,0
27252,50000.0,1,2,1,43,0,0,0,0,0,0,27681.0,28287.0,28924.0,29521.0,29876.0,30201.0,1458.0,1485.0,1472.0,1217.0,1347.0,558.0,0
7835,100000.0,2,1,2,26,0,0,2,2,2,0,64086.0,68836.0,69704.0,70566.0,69311.0,70844.0,6005.0,2600.0,2600.0,0.0,2685.0,2800.0,0
20047,180000.0,2,1,1,44,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3346,250000.0,2,2,1,33,2,2,-2,-2,-2,-2,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19354,30000.0,2,3,1,39,0,0,0,2,0,0,21173.0,22513.0,23826.0,20613.0,21269.0,22761.0,2000.0,2000.0,1000.0,1000.0,2000.0,2000.0,1
9129,110000.0,2,2,2,23,0,0,0,0,0,0,34486.0,43872.0,45140.0,46885.0,48129.0,49327.0,10000.0,2000.0,2500.0,2000.0,2000.0,2000.0,0
8806,30000.0,1,3,2,42,0,0,0,0,0,0,8185.0,9395.0,10928.0,11445.0,12108.0,12753.0,1500.0,2000.0,1000.0,1000.0,1000.0,1243.0,1
7868,120000.0,2,2,2,28,-1,2,2,-2,-2,-2,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13292,10000.0,1,3,2,31,0,0,0,0,0,0,5062.0,5687.0,6132.0,5851.0,5735.0,6087.0,1259.0,1100.0,197.0,362.0,1000.0,1000.0,0
23923,20000.0,1,2,2,23,1,2,0,0,0,0,16830.0,14566.0,10100.0,9238.0,6902.0,5813.0,50.0,5000.0,1200.0,500.0,500.0,1000.0,0
11011,220000.0,1,2,2,35,1,-2,-1,0,0,-1,0.0,0.0,81677.0,46177.0,3308.0,2912.0,0.0,220230.0,7308.0,0.0,2912.0,0.0,0
26850,500000.0,1,1,1,46,-2,-2,-2,-2,-2,-2,11100.0,16966.0,10000.0,14218.0,62208.0,83611.0,16966.0,10000.0,14218.0,62500.0,83611.0,61880.0,0
17908,130000.0,1,3,1,34,2,2,2,2,0,0,69388.0,70650.0,71933.0,70117.0,72014.0,73759.0,3000.0,3000.0,0.0,3000.0,3000.0,3111.0,1
4008,130000.0,2,2,2,24,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2086,110000.0,1,2,1,36,2,2,2,2,2,2,57135.0,55648.0,59518.0,57964.0,66995.0,65762.0,0.0,4803.0,0.0,10000.0,0.0,7195.0,1
9566,10000.0,1,3,1,52,1,2,0,0,0,0,6969.0,6712.0,7722.0,7875.0,8041.0,8357.0,0.0,1128.0,281.0,292.0,450.0,1415.0,1
7606,90000.0,2,2,2,25,0,0,0,0,0,0,78651.0,79972.0,81415.0,81878.0,83206.0,85350.0,3600.0,3805.0,3100.0,3200.0,4100.0,2500.0,1
6208,220000.0,1,2,1,46,2,0,0,0,0,0,157646.0,159833.0,160032.0,162303.0,164700.0,166756.0,5800.0,5759.0,5938.0,6200.0,6009.0,6044.0,0
5029,380000.0,1,1,1,53,-1,0,0,-1,-1,0,4901.0,22010.0,2302.0,20798.0,16394.0,26002.0,22000.0,2300.0,9947.0,16400.0,18000.0,7400.0,0
29366,20000.0,1,2,2,26,3,2,2,2,2,2,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22758,210000.0,2,3,2,37,-1,-1,-1,-1,-1,-1,13438.0,9241.0,7924.0,13416.0,2228.0,4490.0,9315.0,7924.0,13421.0,2240.0,4490.0,10834.0,0
20003,400000.0,2,1,1,37,-1,0,-1,0,0,0,10677.0,31405.0,26717.0,25434.0,6973.0,9899.0,31008.0,26862.0,3000.0,2000.0,3000.0,0.0,0
27804,300000.0,2,2,1,25,1,2,0,0,0,0,237155.0,231932.0,238917.0,230083.0,13862.0,8210.0,102.0,11672.0,9700.0,1053.0,2010.0,13.0,1
25645,40000.0,2,2,2,44,2,2,2,2,2,2,35515.0,36176.0,37490.0,38726.0,39795.0,40230.0,1550.0,2200.0,2170.0,2001.0,1601.0,1602.0,1
19936,240000.0,2,1,2,36,0,0,2,0,0,2,176035.0,196664.0,192140.0,194357.0,205637.0,202417.0,25228.0,0.0,6947.0,14402.0,33.0,7167.0,0
19269,80000.0,2,3,1,39,-1,-1,-1,0,-1,-1,2921.0,390.0,6837.0,7309.0,2568.0,2199.0,780.0,6837.0,1000.0,2568.0,2199.0,4067.0,1
21982,230000.0,2,2,2,28,0,0,0,0,0,-1,7865.0,12377.0,12543.0,13713.0,17960.0,650.0,5000.0,2000.0,1500.0,5000.0,650.0,0.0,0
4563,390000.0,1,1,1,41,-1,0,0,-1,-1,0,7445.0,14439.0,7391.0,948.0,4592.0,2777.0,10038.0,1036.0,952.0,4601.0,13.0,2229.0,0
13253,20000.0,1,1,1,48,2,2,0,0,0,0,14246.0,13727.0,14725.0,15018.0,15338.0,15242.0,0.0,1238.0,531.0,555.0,547.0,533.0,1
8892,130000.0,1,2,2,28,0,0,0,0,0,0,88549.0,74624.0,76133.0,77648.0,79370.0,80071.0,2709.0,2750.0,2767.0,2961.0,2913.0,3000.0,0
24893,260000.0,1,1,1,39,0,0,0,0,0,0,5992.0,7000.0,8024.0,9185.0,9384.0,9426.0,1116.0,1140.0,1301.0,500.0,341.0,343.0,0
15627,320000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,2722.0,11040.0,9422.0,0.0,1200.0,1150.0,11040.0,9422.0,0.0,1200.0,1150.0,0.0,0
12731,130000.0,2,1,1,36,2,2,2,2,0,0,65767.0,74474.0,78652.0,76790.0,78400.0,79996.0,9813.0,6000.0,0.0,3001.0,3058.0,2866.0,1
21,120000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1
20733,50000.0,1,2,1,41,1,4,3,2,2,2,32141.0,31350.0,30575.0,29784.0,31288.0,32634.0,0.0,0.0,0.0,2000.0,2000.0,0.0,1
3794,120000.0,2,1,2,24,0,0,0,0,0,0,75796.0,76004.0,67187.0,49924.0,33188.0,19826.0,3700.0,2023.0,2016.0,2000.0,1200.0,1000.0,0
22247,90000.0,2,2,2,25,0,0,0,-1,-1,2,88822.0,76400.0,0.0,2757.0,3060.0,2864.0,1588.0,0.0,2757.0,500.0,0.0,475.0,1
29113,30000.0,2,2,1,54,0,0,0,0,0,0,38866.0,29432.0,33364.0,30149.0,27028.0,29261.0,2000.0,4501.0,2396.0,4000.0,3076.0,1068.0,1
25627,50000.0,2,2,1,30,0,0,0,0,0,2,25422.0,26456.0,27835.0,29070.0,30891.0,54741.0,1450.0,1800.0,2000.0,2600.0,0.0,2020.0,1
15785,150000.0,2,2,1,24,0,-1,-1,-1,-1,-1,1473.0,1473.0,3323.0,5953.0,2559.0,4509.0,1473.0,3323.0,5970.0,2571.0,4515.0,4019.0,0
18113,240000.0,1,1,1,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22544,200000.0,2,1,1,48,-1,-1,-1,-1,-1,-1,657.0,0.0,2080.0,3567.0,0.0,1731.0,0.0,2080.0,3567.0,0.0,1731.0,1081.0,1
13660,80000.0,2,2,2,26,0,0,-2,-2,-1,-1,35997.0,0.0,0.0,0.0,2345.0,2330.0,0.0,0.0,0.0,2345.0,2330.0,0.0,0
17046,60000.0,2,2,2,25,0,-1,0,0,0,-1,3075.0,59808.0,58058.0,59679.0,5575.0,1733.0,61058.0,2186.0,5667.0,1200.0,2000.0,0.0,1
19653,240000.0,2,1,2,32,-1,0,0,0,0,0,89988.0,27329.0,21061.0,27585.0,18019.0,18116.0,18063.0,18008.0,27067.0,18046.0,10018.0,17038.0,0
23186,360000.0,2,1,2,39,-1,-1,-2,-2,-1,-1,1070.0,0.0,0.0,0.0,906.0,0.0,0.0,0.0,0.0,906.0,0.0,4341.0,1
13925,240000.0,2,1,2,26,-1,2,-1,-1,0,-1,1611.0,1435.0,2236.0,3166.0,1925.0,3326.0,14.0,2236.0,3166.0,0.0,3326.0,490.0,1
511,120000.0,2,2,2,35,-1,-1,-1,-1,-1,-1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,1
5001,500000.0,1,1,1,45,-1,-1,-1,-1,-1,-1,5307.0,6583.0,5650.0,4472.0,67798.0,65653.0,6616.0,5678.0,4495.0,67969.0,65814.0,38464.0,1
7047,430000.0,1,2,1,32,1,-1,-1,-2,-2,-2,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,1
23060,500000.0,2,1,2,36,0,-1,-1,-1,-2,-2,13302.0,1040.0,3662.0,0.0,1770.0,3384.0,1051.0,3722.0,0.0,1770.0,3384.0,206.0,0
9957,30000.0,2,2,1,33,2,0,0,2,2,0,31947.0,31564.0,34804.0,33808.0,31740.0,31135.0,1872.0,5550.0,1238.0,0.0,1515.0,4665.0,1
27273,250000.0,1,1,1,46,-2,-2,-2,-2,-2,-2,0.0,0.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,1
13307,50000.0,1,1,1,33,1,2,0,0,0,0,46745.0,45727.0,45515.0,45470.0,4220.0,4220.0,0.0,1200.0,155.0,3000.0,0.0,0.0,0
20041,260000.0,2,2,1,48,0,0,0,0,0,0,85378.0,71870.0,72994.0,57382.0,58522.0,59748.0,2664.0,2376.0,2084.0,2095.0,2169.0,2182.0,0
25405,150000.0,2,1,2,27,-1,3,2,-1,-1,-1,942.0,616.0,290.0,326.0,740.0,17481.0,0.0,0.0,362.0,740.0,17481.0,1000.0,1
15509,80000.0,1,2,2,43,0,0,0,-2,-2,-2,70479.0,71900.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,390.0,0
16891,120000.0,1,1,2,33,1,-2,-2,-1,-1,-2,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0
23788,50000.0,2,3,1,53,1,2,0,0,0,0,51254.0,49852.0,28379.0,15988.0,16718.0,17446.0,0.0,6200.0,2000.0,1000.0,1000.0,1000.0,0
1172,220000.0,2,3,1,38,-1,-1,-1,-1,-1,-1,20000.0,3450.0,5516.0,47619.0,28800.0,8561.0,3450.0,5549.0,50019.0,28800.0,8561.0,16599.0,0
10698,200000.0,2,1,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28234,220000.0,2,3,1,43,0,0,0,0,0,0,215050.0,211239.0,207821.0,209795.0,144729.0,148139.0,9029.0,10000.0,9084.0,10042.0,10000.0,10000.0,0
4955,180000.0,1,1,1,46,0,0,0,0,-2,-2,160580.0,171644.0,184650.0,0.0,0.0,0.0,13714.0,16500.0,0.0,0.0,0.0,0.0,1
3598,240000.0,1,1,1,35,1,-1,-1,0,0,0,0.0,11901.0,5736.0,1000.0,650.0,7574.0,11901.0,5758.0,0.0,150.0,7424.0,0.0,0
2800,20000.0,1,3,3,46,0,0,0,0,0,-2,15523.0,17264.0,18325.0,15680.0,0.0,0.0,2000.0,1500.0,500.0,0.0,0.0,0.0,0
28759,200000.0,2,2,1,33,0,0,0,0,0,0,15126.0,14633.0,14918.0,16992.0,8967.0,8494.0,3000.0,2000.0,5000.0,2000.0,1000.0,2000.0,0
14890,50000.0,2,3,1,39,0,0,0,0,-2,-2,43994.0,33508.0,37600.0,0.0,0.0,-5000.0,5000.0,5000.0,0.0,0.0,0.0,5000.0,0
15392,50000.0,2,3,1,53,0,0,0,0,0,0,46778.0,47770.0,49009.0,50593.0,20218.0,20645.0,1770.0,2009.0,2593.0,1000.0,752.0,1017.0,1
17872,60000.0,1,1,2,28,0,0,0,0,0,0,26129.0,30544.0,21712.0,23284.0,24945.0,25402.0,5000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
5949,80000.0,2,2,1,36,0,0,0,0,0,0,69760.0,60445.0,50857.0,39813.0,40248.0,40935.0,2500.0,2061.0,1413.0,1460.0,1751.0,1958.0,1
1689,50000.0,1,3,1,46,-1,2,2,-2,-2,-2,13473.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7597,20000.0,2,1,2,22,-1,-1,-1,-1,0,-1,7702.0,274.0,1395.0,10555.0,9500.0,9588.0,274.0,1395.0,10555.0,0.0,9588.0,491.0,1
15165,50000.0,2,3,1,31,0,0,0,0,0,0,50734.0,43406.0,44333.0,44577.0,44501.0,11614.0,1700.0,2016.0,1600.0,2100.0,1000.0,47000.0,0
14143,50000.0,2,3,1,25,2,0,0,0,0,-1,49805.0,50654.0,41776.0,17083.0,9412.0,1038.0,2025.0,2062.0,2016.0,1022.0,1388.0,19000.0,1
24325,60000.0,1,2,2,33,0,0,0,0,0,0,32961.0,31379.0,31328.0,30905.0,30237.0,28461.0,1799.0,3000.0,1420.0,2000.0,1164.0,2000.0,0
7286,80000.0,1,1,2,26,0,0,0,0,0,0,77397.0,77839.0,69534.0,60747.0,52280.0,43461.0,3328.0,2811.0,1192.0,1516.0,2316.0,1500.0,0
17697,60000.0,2,2,1,41,2,0,0,2,0,0,56483.0,55643.0,54941.0,50291.0,35829.0,36602.0,2203.0,4687.0,11.0,1500.0,1500.0,2000.0,1
15656,150000.0,2,3,1,46,0,0,0,0,0,0,38985.0,36466.0,31907.0,33300.0,34681.0,36060.0,10107.0,20000.0,10000.0,10000.0,10000.0,10000.0,0
12174,80000.0,1,1,2,29,-1,-1,-1,-2,-2,-2,1567.0,20175.0,0.0,0.0,0.0,0.0,20175.0,0.0,0.0,0.0,0.0,900.0,1
29179,500000.0,2,2,1,73,-2,-2,-2,-2,-2,-2,0.0,2826.0,2652.0,2835.0,8896.0,3850.0,2826.0,2652.0,2835.0,8896.0,3850.0,711.0,1
3501,440000.0,2,3,1,40,0,0,0,0,0,0,54408.0,57901.0,61914.0,65863.0,69792.0,73346.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0
23281,30000.0,2,3,2,44,0,0,3,2,2,2,21007.0,27506.0,26784.0,28123.0,27994.0,27029.0,7200.0,0.0,2100.0,1000.0,0.0,3000.0,0
17274,150000.0,2,1,2,33,0,0,0,0,0,0,1911.0,3079.0,4057.0,1920.0,1920.0,0.0,1189.0,1167.0,1000.0,0.0,0.0,0.0,1
24954,180000.0,1,1,2,29,-1,-1,-1,-1,-1,-1,1430.0,1785.0,435.0,2145.0,3090.0,4165.0,1785.0,435.0,2145.0,3090.0,4165.0,16828.0,0
25249,130000.0,2,2,2,24,0,0,0,0,0,0,35871.0,36873.0,37927.0,38993.0,39628.0,42136.0,1900.0,1950.0,2000.0,1580.0,3310.0,0.0,0
807,20000.0,2,3,2,36,0,0,2,2,2,2,16754.0,18873.0,19862.0,19245.0,20532.0,19953.0,2400.0,1600.0,0.0,1600.0,209.0,0.0,1
6659,10000.0,1,2,2,44,1,2,2,0,0,0,6898.0,7642.0,5381.0,3791.0,3791.0,0.0,1019.0,0.0,0.0,0.0,0.0,0.0,0
18024,290000.0,1,1,2,31,2,0,0,0,0,0,45021.0,44702.0,35181.0,28847.0,28131.0,3016.0,2700.0,1707.0,1800.0,0.0,0.0,2411.0,1
21059,220000.0,1,1,2,34,0,0,2,2,0,0,170352.0,182711.0,183825.0,142216.0,118269.0,14960.0,15206.0,6000.0,0.0,5193.0,546.0,1485.0,1
11866,90000.0,2,2,2,40,-2,-2,-2,-2,-2,-1,9663.0,69279.0,59483.0,3065.0,854.0,2328.0,69616.0,59483.0,26665.0,854.0,2334.0,10825.0,0
23000,230000.0,2,2,1,46,-1,-1,-1,-1,-1,-1,782.0,316.0,0.0,632.0,316.0,2398.0,316.0,0.0,632.0,316.0,2398.0,1783.0,1
3207,390000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,13006.0,522.0,1790.0,7957.0,3044.0,27603.0,524.0,1790.0,7957.0,3044.0,27603.0,11219.0,0
12565,120000.0,1,3,1,24,0,0,0,-2,-2,-2,79172.0,61300.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0
29261,10000.0,1,2,2,23,-1,0,-1,-1,-1,0,4812.0,3072.0,2529.0,390.0,9478.0,8170.0,1196.0,2535.0,390.0,9478.0,0.0,953.0,1
5459,360000.0,1,3,1,53,-1,-1,-1,-1,-1,-1,45421.0,68526.0,47416.0,48811.0,193712.0,80601.0,68536.0,47427.0,48846.0,193712.0,80601.0,11166.0,0
4019,30000.0,2,2,1,27,2,2,2,2,2,2,27896.0,26835.0,28690.0,27633.0,29184.0,28776.0,0.0,2659.0,0.0,2309.0,1087.0,0.0,1
2698,150000.0,2,3,2,47,0,0,0,2,0,0,103226.0,64671.0,64293.0,58024.0,59230.0,54638.0,2627.0,4123.0,0.0,1304.0,1338.0,376.0,0
26094,90000.0,2,1,2,27,2,2,0,0,0,0,28206.0,27459.0,28514.0,29733.0,30138.0,33248.0,0.0,1800.0,2000.0,1200.0,3600.0,0.0,1
7705,60000.0,2,1,2,25,2,2,0,0,0,0,37287.0,36412.0,37280.0,35321.0,36099.0,36724.0,0.0,1800.0,1414.0,1500.0,1377.0,1402.0,0
21494,60000.0,2,2,2,27,0,0,0,0,0,0,57697.0,48934.0,44653.0,44056.0,42210.0,41796.0,2200.0,5000.0,2000.0,1500.0,2000.0,1600.0,1
